#This is for 5 samples per cond
INFO:root:Elapsed time for NOISeq for baseline1250_0_5_v2 0:01:13.505142
INFO:root:Elapsed time for NOISeq for baseline625_625_5_v2 0:01:13.521882
INFO:root:Elapsed time for NOISeq for baseline4000_0_5_v2 0:01:16.352823
INFO:root:Elapsed time for NOISeq for baseline2000_2000_5_v2 0:01:18.942916
INFO:root:Elapsed time for NOISeq for poisson0_0_5_v2 0:01:07.799687
INFO:root:Elapsed time for NOISeq for poisson625_625_5_v2 0:01:18.495030
INFO:root:Elapsed time for NOISeq for single0_0_5_v2 0:01:14.218399
INFO:root:Elapsed time for NOISeq for single625_625_5_v2 0:01:14.381016
INFO:root:Elapsed time for NOISeq for random0_0_5_v2 0:01:16.053200
INFO:root:Elapsed time for NOISeq for random625_625_5_v2 0:01:16.514850
INFO:root:Elapsed time for ttest for baseline0_0_5_v2 0:00:08.234009
INFO:root:Elapsed time for ttest for baseline1250_0_5_v2 0:00:08.436790
INFO:root:Elapsed time for ttest for baseline625_625_5_v2 0:00:08.773648
INFO:root:Elapsed time for ttest for baseline4000_0_5_v2 0:00:08.404419
INFO:root:Elapsed time for ttest for baseline2000_2000_5_v2 0:00:07.775571
INFO:root:Elapsed time for ttest for poisson0_0_5_v2 0:00:08.376431
INFO:root:Elapsed time for ttest for poisson625_625_5_v2 0:00:08.121445
INFO:root:Elapsed time for ttest for single0_0_5_v2 0:00:08.428985
INFO:root:Elapsed time for ttest for single625_625_5_v2 0:00:08.581937
INFO:root:Elapsed time for ttest for random0_0_5_v2 0:00:07.866083
INFO:root:Elapsed time for ttest for random625_625_5_v2 0:00:08.227240
INFO:root:Elapsed time for NOISeq for baseline0_0_5_v3 0:01:27.399421
INFO:root:Elapsed time for NOISeq for baseline1250_0_5_v3 0:01:15.555051
INFO:root:Elapsed time for NOISeq for baseline625_625_5_v3 0:01:15.449619
INFO:root:Elapsed time for NOISeq for baseline4000_0_5_v3 0:01:33.477685
INFO:root:Elapsed time for NOISeq for baseline2000_2000_5_v3 0:01:19.966175
INFO:root:Elapsed time for NOISeq for poisson0_0_5_v3 0:01:06.773055
INFO:root:Elapsed time for NOISeq for poisson625_625_5_v3 0:01:06.425764
INFO:root:Elapsed time for NOISeq for single0_0_5_v3 0:01:13.324810
INFO:root:Elapsed time for NOISeq for single625_625_5_v3 0:01:10.091028
INFO:root:Elapsed time for NOISeq for random0_0_5_v3 0:01:17.449070
INFO:root:Elapsed time for NOISeq for random625_625_5_v3 0:01:20.902853
INFO:root:Elapsed time for ttest for baseline0_0_5_v3 0:00:08.668038
INFO:root:Elapsed time for ttest for baseline1250_0_5_v3 0:00:09.006772
INFO:root:Elapsed time for ttest for baseline625_625_5_v3 0:00:08.622834
INFO:root:Elapsed time for ttest for baseline4000_0_5_v3 0:00:08.948599
INFO:root:Elapsed time for ttest for baseline2000_2000_5_v3 0:00:08.447238
INFO:root:Elapsed time for ttest for poisson0_0_5_v3 0:00:08.195835
INFO:root:Elapsed time for ttest for poisson625_625_5_v3 0:00:08.496443
INFO:root:Elapsed time for ttest for single0_0_5_v3 0:00:08.490664
INFO:root:Elapsed time for ttest for single625_625_5_v3 0:00:08.182578
INFO:root:Elapsed time for ttest for random0_0_5_v3 0:00:07.936383
INFO:root:Elapsed time for ttest for random625_625_5_v3 0:00:07.944224
INFO:root:Elapsed time for NOISeq for baseline0_0_5_v4 0:01:13.907589
INFO:root:Elapsed time for NOISeq for baseline1250_0_5_v4 0:01:19.421700
INFO:root:Elapsed time for NOISeq for baseline625_625_5_v4 0:01:15.600614
INFO:root:Elapsed time for NOISeq for baseline4000_0_5_v4 0:01:16.206696
INFO:root:Elapsed time for NOISeq for baseline2000_2000_5_v4 0:01:13.093484
INFO:root:Elapsed time for NOISeq for poisson0_0_5_v4 0:01:07.492153
INFO:root:Elapsed time for NOISeq for poisson625_625_5_v4 0:01:06.498807
INFO:root:Elapsed time for NOISeq for single0_0_5_v4 0:01:18.807251
INFO:root:Elapsed time for NOISeq for single625_625_5_v4 0:01:12.889365
INFO:root:Elapsed time for NOISeq for random0_0_5_v4 0:01:16.778989
INFO:root:Elapsed time for NOISeq for random625_625_5_v4 0:01:12.789788
INFO:root:Elapsed time for ttest for baseline0_0_5_v4 0:00:08.544643
INFO:root:Elapsed time for ttest for baseline1250_0_5_v4 0:00:08.705910
INFO:root:Elapsed time for ttest for baseline625_625_5_v4 0:00:08.875325
INFO:root:Elapsed time for ttest for baseline4000_0_5_v4 0:00:08.225660
INFO:root:Elapsed time for ttest for baseline2000_2000_5_v4 0:00:08.687637
INFO:root:Elapsed time for ttest for poisson0_0_5_v4 0:00:07.254649
INFO:root:Elapsed time for ttest for poisson625_625_5_v4 0:00:07.546050
INFO:root:Elapsed time for ttest for single0_0_5_v4 0:00:08.105669
INFO:root:Elapsed time for ttest for single625_625_5_v4 0:00:08.777407
INFO:root:Elapsed time for ttest for random0_0_5_v4 0:00:08.632088
INFO:root:Elapsed time for ttest for random625_625_5_v4 0:00:08.467479
INFO:root:Elapsed time for NOISeq for baseline0_0_5_v5 0:01:34.841165
INFO:root:Elapsed time for NOISeq for baseline1250_0_5_v5 0:01:13.557071
INFO:root:Elapsed time for NOISeq for baseline625_625_5_v5 0:01:13.596800
INFO:root:Elapsed time for NOISeq for baseline4000_0_5_v5 0:01:21.814179
INFO:root:Elapsed time for NOISeq for baseline2000_2000_5_v5 0:01:13.807750
INFO:root:Elapsed time for NOISeq for poisson0_0_5_v5 0:01:07.083974
INFO:root:Elapsed time for NOISeq for poisson625_625_5_v5 0:01:07.372031
INFO:root:Elapsed time for NOISeq for single0_0_5_v5 0:01:20.013736
INFO:root:Elapsed time for NOISeq for single625_625_5_v5 0:01:13.224386
INFO:root:Elapsed time for NOISeq for random0_0_5_v5 0:01:14.192570
INFO:root:Elapsed time for NOISeq for random625_625_5_v5 0:01:14.906209
INFO:root:Elapsed time for ttest for baseline0_0_5_v5 0:00:07.848716
INFO:root:Elapsed time for ttest for baseline1250_0_5_v5 0:00:08.645351
INFO:root:Elapsed time for ttest for baseline625_625_5_v5 0:00:08.312090
INFO:root:Elapsed time for ttest for baseline4000_0_5_v5 0:00:07.905360
INFO:root:Elapsed time for ttest for baseline2000_2000_5_v5 0:00:08.185679
INFO:root:Elapsed time for ttest for poisson0_0_5_v5 0:00:08.291239
INFO:root:Elapsed time for ttest for poisson625_625_5_v5 0:00:08.308639
INFO:root:Elapsed time for ttest for single0_0_5_v5 0:00:09.184984
INFO:root:Elapsed time for ttest for single625_625_5_v5 0:00:07.624524
INFO:root:Elapsed time for ttest for random0_0_5_v5 0:00:08.698720
INFO:root:Elapsed time for ttest for random625_625_5_v5 0:00:08.490894
INFO:root:Elapsed time for NOISeq for baseline0_0_5_v6 0:01:30.090639
INFO:root:Elapsed time for NOISeq for baseline1250_0_5_v6 0:01:30.823237
INFO:root:Elapsed time for NOISeq for baseline625_625_5_v6 0:01:15.571287
INFO:root:Elapsed time for NOISeq for baseline4000_0_5_v6 0:01:13.905863
INFO:root:Elapsed time for NOISeq for baseline2000_2000_5_v6 0:01:11.484790
INFO:root:Elapsed time for NOISeq for poisson0_0_5_v6 0:01:18.884210
INFO:root:Elapsed time for NOISeq for poisson625_625_5_v6 0:01:25.923813
INFO:root:Elapsed time for NOISeq for single0_0_5_v6 0:01:16.507714
INFO:root:Elapsed time for NOISeq for single625_625_5_v6 0:01:16.896462
INFO:root:Elapsed time for NOISeq for random0_0_5_v6 0:01:12.597326
INFO:root:Elapsed time for NOISeq for random625_625_5_v6 0:01:16.950267
INFO:root:Elapsed time for ttest for baseline0_0_5_v6 0:00:08.760476
INFO:root:Elapsed time for ttest for baseline1250_0_5_v6 0:00:08.383208
INFO:root:Elapsed time for ttest for baseline625_625_5_v6 0:00:08.403609
INFO:root:Elapsed time for ttest for baseline4000_0_5_v6 0:00:07.579039
INFO:root:Elapsed time for ttest for baseline2000_2000_5_v6 0:00:08.678489
INFO:root:Elapsed time for ttest for poisson0_0_5_v6 0:00:08.406914
INFO:root:Elapsed time for ttest for poisson625_625_5_v6 0:00:08.150622
INFO:root:Elapsed time for ttest for single0_0_5_v6 0:00:08.001241
INFO:root:Elapsed time for ttest for single625_625_5_v6 0:00:08.415156
INFO:root:Elapsed time for ttest for random0_0_5_v6 0:00:08.272383
INFO:root:Elapsed time for ttest for random625_625_5_v6 0:00:08.084231
INFO:root:Elapsed time for NOISeq for baseline0_0_5_v7 0:01:16.921613
INFO:root:Elapsed time for NOISeq for baseline1250_0_5_v7 0:01:16.261938
INFO:root:Elapsed time for NOISeq for baseline625_625_5_v7 0:01:27.679249
INFO:root:Elapsed time for NOISeq for baseline4000_0_5_v7 0:01:15.224402
INFO:root:Elapsed time for NOISeq for baseline2000_2000_5_v7 0:01:28.411407
INFO:root:Elapsed time for NOISeq for poisson0_0_5_v7 0:01:12.606049
INFO:root:Elapsed time for NOISeq for poisson625_625_5_v7 0:01:09.675321
INFO:root:Elapsed time for NOISeq for single0_0_5_v7 0:01:18.893569
INFO:root:Elapsed time for NOISeq for single625_625_5_v7 0:01:15.215064
INFO:root:Elapsed time for NOISeq for random0_0_5_v7 0:01:17.807787
INFO:root:Elapsed time for NOISeq for random625_625_5_v7 0:01:16.114653
INFO:root:Elapsed time for ttest for baseline0_0_5_v7 0:00:08.192566
INFO:root:Elapsed time for ttest for baseline1250_0_5_v7 0:00:07.872429
INFO:root:Elapsed time for ttest for baseline625_625_5_v7 0:00:07.713213
INFO:root:Elapsed time for ttest for baseline4000_0_5_v7 0:00:08.525496
INFO:root:Elapsed time for ttest for baseline2000_2000_5_v7 0:00:08.656116
INFO:root:Elapsed time for ttest for poisson0_0_5_v7 0:00:08.652929
INFO:root:Elapsed time for ttest for poisson625_625_5_v7 0:00:07.783398
INFO:root:Elapsed time for ttest for single0_0_5_v7 0:00:08.391693
INFO:root:Elapsed time for ttest for single625_625_5_v7 0:00:08.763500
INFO:root:Elapsed time for ttest for random0_0_5_v7 0:00:08.955434
INFO:root:Elapsed time for ttest for random625_625_5_v7 0:00:09.250470
INFO:root:Elapsed time for NOISeq for baseline0_0_5_v8 0:01:19.135952
INFO:root:Elapsed time for NOISeq for baseline1250_0_5_v8 0:01:13.579700
INFO:root:Elapsed time for NOISeq for baseline625_625_5_v8 0:01:33.394238
INFO:root:Elapsed time for NOISeq for baseline4000_0_5_v8 0:01:26.153415
INFO:root:Elapsed time for NOISeq for baseline2000_2000_5_v8 0:01:13.974966
INFO:root:Elapsed time for NOISeq for poisson0_0_5_v8 0:01:23.085450
INFO:root:Elapsed time for NOISeq for poisson625_625_5_v8 0:01:06.154313
INFO:root:Elapsed time for NOISeq for single0_0_5_v8 0:01:18.996887
INFO:root:Elapsed time for NOISeq for single625_625_5_v8 0:01:26.757602
INFO:root:Elapsed time for NOISeq for random0_0_5_v8 0:01:20.980787
INFO:root:Elapsed time for NOISeq for random625_625_5_v8 0:01:15.900642
INFO:root:Elapsed time for ttest for baseline0_0_5_v8 0:00:09.057666
INFO:root:Elapsed time for ttest for baseline1250_0_5_v8 0:00:08.401290
INFO:root:Elapsed time for ttest for baseline625_625_5_v8 0:00:08.748257
INFO:root:Elapsed time for ttest for baseline4000_0_5_v8 0:00:08.185415
INFO:root:Elapsed time for ttest for baseline2000_2000_5_v8 0:00:08.401632
INFO:root:Elapsed time for ttest for poisson0_0_5_v8 0:00:08.521162
INFO:root:Elapsed time for ttest for poisson625_625_5_v8 0:00:08.293468
INFO:root:Elapsed time for ttest for single0_0_5_v8 0:00:08.068646
INFO:root:Elapsed time for ttest for single625_625_5_v8 0:00:08.905579
INFO:root:Elapsed time for ttest for random0_0_5_v8 0:00:08.989885
INFO:root:Elapsed time for ttest for random625_625_5_v8 0:00:08.342144
INFO:root:Elapsed time for NOISeq for baseline0_0_5_v9 0:01:31.507829
INFO:root:Elapsed time for NOISeq for baseline1250_0_5_v9 0:01:21.868310
INFO:root:Elapsed time for NOISeq for baseline625_625_5_v9 0:01:18.362751
INFO:root:Elapsed time for NOISeq for baseline4000_0_5_v9 0:01:19.827935
INFO:root:Elapsed time for NOISeq for baseline2000_2000_5_v9 0:01:14.308584
INFO:root:Elapsed time for NOISeq for poisson0_0_5_v9 0:01:19.474209
INFO:root:Elapsed time for NOISeq for poisson625_625_5_v9 0:01:13.000979
INFO:root:Elapsed time for NOISeq for single0_0_5_v9 0:01:19.336085
INFO:root:Elapsed time for NOISeq for single625_625_5_v9 0:01:40.562946
INFO:root:Elapsed time for NOISeq for random0_0_5_v9 0:01:14.439040
INFO:root:Elapsed time for NOISeq for random625_625_5_v9 0:01:32.356949
INFO:root:Elapsed time for ttest for baseline0_0_5_v9 0:00:08.828596
INFO:root:Elapsed time for ttest for baseline1250_0_5_v9 0:00:08.993593
INFO:root:Elapsed time for ttest for baseline625_625_5_v9 0:00:08.817024
INFO:root:Elapsed time for ttest for baseline4000_0_5_v9 0:00:08.198309
INFO:root:Elapsed time for ttest for baseline2000_2000_5_v9 0:00:08.554690
INFO:root:Elapsed time for ttest for poisson0_0_5_v9 0:00:08.235490
INFO:root:Elapsed time for ttest for poisson625_625_5_v9 0:00:08.024699
INFO:root:Elapsed time for ttest for single0_0_5_v9 0:00:08.687337
INFO:root:Elapsed time for ttest for single625_625_5_v9 0:00:08.964634
INFO:root:Elapsed time for ttest for random0_0_5_v9 0:00:08.674962
INFO:root:Elapsed time for ttest for random625_625_5_v9 0:00:08.739614
INFO:root:Elapsed time for NOISeq for baseline0_0_5_v10 0:01:28.894457
INFO:root:Elapsed time for NOISeq for baseline1250_0_5_v10 0:01:36.287647
INFO:root:Elapsed time for NOISeq for baseline625_625_5_v10 0:01:15.375936
INFO:root:Elapsed time for NOISeq for baseline4000_0_5_v10 0:01:13.452373
INFO:root:Elapsed time for NOISeq for baseline2000_2000_5_v10 0:01:36.187184
INFO:root:Elapsed time for NOISeq for poisson0_0_5_v10 0:01:08.476554
INFO:root:Elapsed time for NOISeq for poisson625_625_5_v10 0:01:05.808572
INFO:root:Elapsed time for NOISeq for single0_0_5_v10 0:01:22.498895
INFO:root:Elapsed time for NOISeq for single625_625_5_v10 0:01:33.007106
INFO:root:Elapsed time for NOISeq for random0_0_5_v10 0:01:31.711449
INFO:root:Elapsed time for NOISeq for random625_625_5_v10 0:01:13.897879
INFO:root:Elapsed time for ttest for baseline0_0_5_v10 0:00:08.799437
INFO:root:Elapsed time for ttest for baseline1250_0_5_v10 0:00:08.955993
INFO:root:Elapsed time for ttest for baseline625_625_5_v10 0:00:08.752232
INFO:root:Elapsed time for ttest for baseline4000_0_5_v10 0:00:08.780623
INFO:root:Elapsed time for ttest for baseline2000_2000_5_v10 0:00:09.109967
INFO:root:Elapsed time for ttest for poisson0_0_5_v10 0:00:08.993000
INFO:root:Elapsed time for ttest for poisson625_625_5_v10 0:00:08.491382
INFO:root:Elapsed time for ttest for single0_0_5_v10 0:00:09.071886
INFO:root:Elapsed time for ttest for single625_625_5_v10 0:00:08.539458
INFO:root:Elapsed time for ttest for random0_0_5_v10 0:00:09.620521
INFO:root:Elapsed time for ttest for random625_625_5_v10 0:00:08.440105

#this is for 2 samples per condition

INFO:root:Elapsed time for DESeq2 for baseline0_0_2_v1 0:02:52.820933
INFO:root:Elapsed time for DESeq2 for baseline1250_0_2_v1 0:03:36.184574
INFO:root:Elapsed time for DESeq2 for baseline625_625_2_v1 0:03:02.551127
INFO:root:Elapsed time for DESeq2 for baseline4000_0_2_v1 0:03:56.920412
INFO:root:Elapsed time for DESeq2 for baseline2000_2000_2_v1 0:03:40.618656
INFO:root:Elapsed time for DESeq2 for poisson0_0_2_v1 0:00:55.266310
INFO:root:Elapsed time for DESeq2 for poisson625_625_2_v1 0:00:53.709953
INFO:root:Elapsed time for DESeq2 for single0_0_2_v1 0:02:58.098028
INFO:root:Elapsed time for DESeq2 for single625_625_2_v1 0:02:45.286040
INFO:root:Elapsed time for DESeq2 for random0_0_2_v1 0:03:09.092800
INFO:root:Elapsed time for DESeq2 for random625_625_2_v1 0:02:39.271744
INFO:root:Elapsed time for edgeR for baseline0_0_2_v1 0:00:05.405375
INFO:root:Elapsed time for edgeR for baseline1250_0_2_v1 0:00:05.502912
INFO:root:Elapsed time for edgeR for baseline625_625_2_v1 0:00:05.302107
INFO:root:Elapsed time for edgeR for baseline4000_0_2_v1 0:00:05.988979
INFO:root:Elapsed time for edgeR for baseline2000_2000_2_v1 0:00:06.196796
INFO:root:Elapsed time for edgeR for poisson0_0_2_v1 0:00:05.386670
INFO:root:Elapsed time for edgeR for poisson625_625_2_v1 0:00:05.408172
INFO:root:Elapsed time for edgeR for single0_0_2_v1 0:00:06.198445
INFO:root:Elapsed time for edgeR for single625_625_2_v1 0:00:05.492194
INFO:root:Elapsed time for edgeR for random0_0_2_v1 0:00:06.190258
INFO:root:Elapsed time for edgeR for random625_625_2_v1 0:00:06.417702
INFO:root:Elapsed time for voom.limma for baseline0_0_2_v1 0:00:05.812063
INFO:root:Elapsed time for voom.limma for baseline1250_0_2_v1 0:00:05.975764
INFO:root:Elapsed time for voom.limma for baseline625_625_2_v1 0:00:06.329704
INFO:root:Elapsed time for voom.limma for baseline4000_0_2_v1 0:00:06.192103
INFO:root:Elapsed time for voom.limma for baseline2000_2000_2_v1 0:00:06.205568
INFO:root:Elapsed time for voom.limma for poisson0_0_2_v1 0:00:05.490059
INFO:root:Elapsed time for voom.limma for poisson625_625_2_v1 0:00:05.593608
INFO:root:Elapsed time for voom.limma for single0_0_2_v1 0:00:05.608729
INFO:root:Elapsed time for voom.limma for single625_625_2_v1 0:00:05.889661
INFO:root:Elapsed time for voom.limma for random0_0_2_v1 0:00:06.390592
INFO:root:Elapsed time for voom.limma for random625_625_2_v1 0:00:05.614176
INFO:root:Elapsed time for NOISeq for baseline0_0_2_v1 0:00:47.103534
INFO:root:Elapsed time for NOISeq for baseline1250_0_2_v1 0:00:38.913500
INFO:root:Elapsed time for NOISeq for baseline625_625_2_v1 0:00:43.372885
INFO:root:Elapsed time for NOISeq for baseline4000_0_2_v1 0:00:42.124208
INFO:root:Elapsed time for NOISeq for baseline2000_2000_2_v1 0:00:38.773508
INFO:root:Elapsed time for NOISeq for poisson0_0_2_v1 0:00:43.838523
INFO:root:Elapsed time for NOISeq for poisson625_625_2_v1 0:00:42.051244
INFO:root:Elapsed time for NOISeq for single0_0_2_v1 0:00:39.315141
INFO:root:Elapsed time for NOISeq for single625_625_2_v1 0:00:40.319278
INFO:root:Elapsed time for NOISeq for random0_0_2_v1 0:00:38.893899
INFO:root:Elapsed time for NOISeq for random625_625_2_v1 0:00:36.824916
INFO:root:Elapsed time for ttest for baseline0_0_2_v1 0:00:07.185176
INFO:root:Elapsed time for ttest for baseline1250_0_2_v1 0:00:07.701606
INFO:root:Elapsed time for ttest for baseline625_625_2_v1 0:00:07.373258
INFO:root:Elapsed time for ttest for baseline4000_0_2_v1 0:00:07.497941
INFO:root:Elapsed time for ttest for baseline2000_2000_2_v1 0:00:07.223873
INFO:root:Elapsed time for ttest for poisson0_0_2_v1 0:00:07.373632
INFO:root:Elapsed time for ttest for poisson625_625_2_v1 0:00:07.298738
INFO:root:Elapsed time for ttest for single0_0_2_v1 0:00:07.593319
INFO:root:Elapsed time for ttest for single625_625_2_v1 0:00:07.392235
INFO:root:Elapsed time for ttest for random0_0_2_v1 0:00:08.247661
INFO:root:Elapsed time for ttest for random625_625_2_v1 0:00:07.997926
INFO:root:Elapsed time for DESeq2 for baseline0_0_2_v2 0:03:12.044460
INFO:root:Elapsed time for DESeq2 for baseline1250_0_2_v2 0:04:09.377152
INFO:root:Elapsed time for DESeq2 for baseline625_625_2_v2 0:03:38.998774
INFO:root:Elapsed time for DESeq2 for baseline4000_0_2_v2 0:03:03.328856
INFO:root:Elapsed time for DESeq2 for baseline2000_2000_2_v2 0:02:19.374940
INFO:root:Elapsed time for DESeq2 for poisson0_0_2_v2 0:00:57.117571
INFO:root:Elapsed time for DESeq2 for poisson625_625_2_v2 0:01:00.582370
INFO:root:Elapsed time for DESeq2 for single0_0_2_v2 0:03:14.384282
INFO:root:Elapsed time for DESeq2 for single625_625_2_v2 0:02:48.279322
INFO:root:Elapsed time for DESeq2 for random0_0_2_v2 0:03:27.467101
INFO:root:Elapsed time for DESeq2 for random625_625_2_v2 0:03:07.043147
INFO:root:Elapsed time for edgeR for baseline0_0_2_v2 0:00:05.468911
INFO:root:Elapsed time for edgeR for baseline1250_0_2_v2 0:00:06.810870
INFO:root:Elapsed time for edgeR for baseline625_625_2_v2 0:00:06.487890
INFO:root:Elapsed time for edgeR for baseline4000_0_2_v2 0:00:05.613881
INFO:root:Elapsed time for edgeR for baseline2000_2000_2_v2 0:00:06.686109
INFO:root:Elapsed time for edgeR for poisson0_0_2_v2 0:00:05.498972
INFO:root:Elapsed time for edgeR for poisson625_625_2_v2 0:00:05.498031
INFO:root:Elapsed time for edgeR for single0_0_2_v2 0:00:06.291880
INFO:root:Elapsed time for edgeR for single625_625_2_v2 0:00:06.094346
INFO:root:Elapsed time for edgeR for random0_0_2_v2 0:00:06.001011
INFO:root:Elapsed time for edgeR for random625_625_2_v2 0:00:06.495153
INFO:root:Elapsed time for voom.limma for baseline0_0_2_v2 0:00:06.413253
INFO:root:Elapsed time for voom.limma for baseline1250_0_2_v2 0:00:05.812390
INFO:root:Elapsed time for voom.limma for baseline625_625_2_v2 0:00:06.294297
INFO:root:Elapsed time for voom.limma for baseline4000_0_2_v2 0:00:06.500628
INFO:root:Elapsed time for voom.limma for baseline2000_2000_2_v2 0:00:06.402835
INFO:root:Elapsed time for voom.limma for poisson0_0_2_v2 0:00:07.067009
INFO:root:Elapsed time for voom.limma for poisson625_625_2_v2 0:00:05.819305
INFO:root:Elapsed time for voom.limma for single0_0_2_v2 0:00:06.311445
INFO:root:Elapsed time for voom.limma for single625_625_2_v2 0:00:06.887981
INFO:root:Elapsed time for voom.limma for random0_0_2_v2 0:00:07.106035
INFO:root:Elapsed time for voom.limma for random625_625_2_v2 0:00:06.398061
INFO:root:Elapsed time for NOISeq for baseline0_0_2_v2 0:00:57.305534
INFO:root:Elapsed time for NOISeq for baseline1250_0_2_v2 0:00:48.787953
INFO:root:Elapsed time for NOISeq for baseline625_625_2_v2 0:00:47.287184
INFO:root:Elapsed time for NOISeq for baseline4000_0_2_v2 0:00:39.950857
INFO:root:Elapsed time for NOISeq for baseline2000_2000_2_v2 0:00:47.682710
INFO:root:Elapsed time for NOISeq for poisson0_0_2_v2 0:00:43.713177
INFO:root:Elapsed time for NOISeq for poisson625_625_2_v2 0:00:47.135844
INFO:root:Elapsed time for NOISeq for single0_0_2_v2 0:00:40.845616
INFO:root:Elapsed time for NOISeq for single625_625_2_v2 0:00:37.298391
INFO:root:Elapsed time for NOISeq for random0_0_2_v2 0:00:43.272278
INFO:root:Elapsed time for NOISeq for random625_625_2_v2 0:00:37.702936
INFO:root:Elapsed time for ttest for baseline0_0_2_v2 0:00:07.535111
INFO:root:Elapsed time for ttest for baseline1250_0_2_v2 0:00:08.067442
INFO:root:Elapsed time for ttest for baseline625_625_2_v2 0:00:08.112310
INFO:root:Elapsed time for ttest for baseline4000_0_2_v2 0:00:06.692766
INFO:root:Elapsed time for ttest for baseline2000_2000_2_v2 0:00:08.222036
INFO:root:Elapsed time for ttest for poisson0_0_2_v2 0:00:07.767055
INFO:root:Elapsed time for ttest for poisson625_625_2_v2 0:00:07.882894
INFO:root:Elapsed time for ttest for single0_0_2_v2 0:00:07.906543
INFO:root:Elapsed time for ttest for single625_625_2_v2 0:00:09.042708
INFO:root:Elapsed time for ttest for random0_0_2_v2 0:00:07.680857
INFO:root:Elapsed time for ttest for random625_625_2_v2 0:00:07.620552
INFO:root:Elapsed time for DESeq2 for baseline0_0_2_v3 0:04:01.744081
INFO:root:Elapsed time for DESeq2 for baseline1250_0_2_v3 0:04:38.608407
INFO:root:Elapsed time for DESeq2 for baseline625_625_2_v3 0:03:02.019883
INFO:root:Elapsed time for DESeq2 for baseline4000_0_2_v3 0:00:57.130830
INFO:root:Elapsed time for DESeq2 for baseline2000_2000_2_v3 0:03:38.530717
INFO:root:Elapsed time for DESeq2 for poisson0_0_2_v3 0:01:00.535362
INFO:root:Elapsed time for DESeq2 for poisson625_625_2_v3 0:00:56.285993
INFO:root:Elapsed time for DESeq2 for single0_0_2_v3 0:02:35.432202
INFO:root:Elapsed time for DESeq2 for single625_625_2_v3 0:03:07.752544
INFO:root:Elapsed time for DESeq2 for random0_0_2_v3 0:02:44.061166
INFO:root:Elapsed time for DESeq2 for random625_625_2_v3 0:02:09.238359
INFO:root:Elapsed time for edgeR for baseline0_0_2_v3 0:00:05.724170
INFO:root:Elapsed time for edgeR for baseline1250_0_2_v3 0:00:05.802080
INFO:root:Elapsed time for edgeR for baseline625_625_2_v3 0:00:05.598085
INFO:root:Elapsed time for edgeR for baseline4000_0_2_v3 0:00:06.490809
INFO:root:Elapsed time for edgeR for baseline2000_2000_2_v3 0:00:05.610902
INFO:root:Elapsed time for edgeR for poisson0_0_2_v3 0:00:05.782293
INFO:root:Elapsed time for edgeR for poisson625_625_2_v3 0:00:05.421100
INFO:root:Elapsed time for edgeR for single0_0_2_v3 0:00:06.493980
INFO:root:Elapsed time for edgeR for single625_625_2_v3 0:00:05.998194
INFO:root:Elapsed time for edgeR for random0_0_2_v3 0:00:05.588969
INFO:root:Elapsed time for edgeR for random625_625_2_v3 0:00:07.021109
INFO:root:Elapsed time for voom.limma for baseline0_0_2_v3 0:00:06.610366
INFO:root:Elapsed time for voom.limma for baseline1250_0_2_v3 0:00:06.199515
INFO:root:Elapsed time for voom.limma for baseline625_625_2_v3 0:00:06.287269
INFO:root:Elapsed time for voom.limma for baseline4000_0_2_v3 0:00:06.198960
INFO:root:Elapsed time for voom.limma for baseline2000_2000_2_v3 0:00:06.295442
INFO:root:Elapsed time for voom.limma for poisson0_0_2_v3 0:00:06.499327
INFO:root:Elapsed time for voom.limma for poisson625_625_2_v3 0:00:05.796871
INFO:root:Elapsed time for voom.limma for single0_0_2_v3 0:00:06.009213
INFO:root:Elapsed time for voom.limma for single625_625_2_v3 0:00:05.681054
INFO:root:Elapsed time for voom.limma for random0_0_2_v3 0:00:06.013129
INFO:root:Elapsed time for voom.limma for random625_625_2_v3 0:00:05.493100
INFO:root:Elapsed time for NOISeq for baseline0_0_2_v3 0:00:53.818749
INFO:root:Elapsed time for NOISeq for baseline1250_0_2_v3 0:00:48.212397
INFO:root:Elapsed time for NOISeq for baseline625_625_2_v3 0:00:38.797274
INFO:root:Elapsed time for NOISeq for baseline4000_0_2_v3 0:00:39.990255
INFO:root:Elapsed time for NOISeq for baseline2000_2000_2_v3 0:00:39.196066
INFO:root:Elapsed time for NOISeq for poisson0_0_2_v3 0:00:43.972142
INFO:root:Elapsed time for NOISeq for poisson625_625_2_v3 0:00:44.882361
INFO:root:Elapsed time for NOISeq for single0_0_2_v3 0:00:37.299720
INFO:root:Elapsed time for NOISeq for single625_625_2_v3 0:00:38.443040
INFO:root:Elapsed time for NOISeq for random0_0_2_v3 0:00:38.093511
INFO:root:Elapsed time for NOISeq for random625_625_2_v3 0:00:37.284030
INFO:root:Elapsed time for ttest for baseline0_0_2_v3 0:00:07.528607
INFO:root:Elapsed time for ttest for baseline1250_0_2_v3 0:00:08.527901
INFO:root:Elapsed time for ttest for baseline625_625_2_v3 0:00:08.325854
INFO:root:Elapsed time for ttest for baseline4000_0_2_v3 0:00:07.972600
INFO:root:Elapsed time for ttest for baseline2000_2000_2_v3 0:00:07.425328
INFO:root:Elapsed time for ttest for poisson0_0_2_v3 0:00:07.531979
INFO:root:Elapsed time for ttest for poisson625_625_2_v3 0:00:07.324626
